Doc,True idx,True Target,Candidate idx,Max Candidate,Position,True Target JLL,Max Candidate JLL,ABS diff
1982,45,dan cortese annoying colleague lauren,20,      and not ,-25,-58.22239,-13.9506,44.27179
1983,48,better very funny add the,49,very funny add the kind ,1,-33.99732,-9.20032,24.797
1984,47,fun and funny and it,48,and funny and it has ,1,-36.02654,-15.88152,20.14502
1985,45,understood he loved his father,17,two hour of my life ,-28,-22.57692,-15.0958,7.48112
1986,-1,at his best being bad,0,          ,1,-38.55393,-15.66113,22.8928
1987,46,movie is ridiculous that is,47,is ridiculous that is exactly ,1,-28.57487,-18.50379,10.07108
1988,43,was not funny and didnt,45,not funny and really that ,2,-41.15117,-12.47984,28.67133
1989,70,not the best movie of,59,this film subtle and direct ,-11,-28.80829,-21.18897,7.61932
1990,51,that it perfectly captures the,52,it perfectly captures the of ,1,-22.55298,-14.71883,7.83415
1991,46,drink so bad that he,47,so bad that he is ,1,-57.98309,-11.58078,46.40231
1992,46,who's the bad guy is,47,the bad guy is not ,1,-53.7019,-15.87148,37.83042
1993,45,so very funny as in,47,very funny as in happy ,2,-33.39271,-13.13524,20.25747
1994,48,some extremely bad luck making,49,extremely bad luck making quality ,1,-46.90945,-25.27621,21.63324
1995,58,cheap pathetic waste of my,59,pathetic waste of my time ,1,-32.47338,-20.11906,12.35432
1996,71,has a refreshing feel to,44,they were likable and made ,-27,-42.93957,-28.6299,14.30967
1997,51,gut busting funny it has,60,as funny as there is ,9,-33.8523,-16.33534,17.51696
1998,59,is a solid feel good,60,a solid feel good flick ,1,-40.2848,-23.14589,17.13891
1999,51,being particularly funny it is,52,particularly funny it is a ,1,-25.21891,-11.93635,13.28256
2000,50,not half bad ben jimmy,0,          ,-50,-31.55173,-12.29277,19.25896
2001,46,this is refreshing much like,47,is refreshing much like it ,1,-27.28963,-19.9242,7.36543
2002,42,bullet and waste it and,43,and waste it and end ,1,-43.93265,-23.23678,20.69587
2003,46,cast is excellent young jamie,74,other horror film before eaking ,28,-26.36857,-25.43727,0.9313
2004,45,bore the best thing about,52,apart from the end credit ,7,-53.10814,-24.32778,28.78036
2005,44,learns the bad idea and,45,the bad idea and that ,1,-60.03686,-14.28413,45.75273
2006,42,an asian best friend and,0,          ,-42,-38.66154,-13.73541,24.92613
2007,50,plays a laughable mexican bandit,49,here horrible plays a laughable ,-1,-47.89594,-28.63019,19.26575
2008,43,not even waste your time,44,even waste your time watching ,1,-29.96124,-9.51638,20.44486
2009,47,husband's old best friend wei,49,old best friend who also ,2,-54.55681,-18.19494,36.36187
2010,46,couple of funny joke but,8,    i went to ,-38,-27.83033,-20.54941,7.28092
2011,49,nomination for best supporting actor,50,for best supporting actor kevin ,1,-24.59203,-15.53899,9.05304
2012,-1,five star funny funny funny,45,    real person by ,46,-73.65249,-36.22694,37.42555
2013,-1,idea is funny,45,  idea that he had ,46,-44.85014,-18.24126,26.60888
2014,53,happy with beautiful person and,0,          ,-53,-46.22809,-19.42667,26.80142
2015,47,not the best philo vance,0,          ,-47,-40.8931,-4.45395,36.43915
2016,77,on drugs avoid this film,78,on avoid this film like ,1,-28.65108,-25.48121,3.16987
2017,47,ebsen being badly miscast i,48,being badly miscast i just ,1,-40.77419,-16.05604,24.71815
2018,45,cheap even worse than what,46,even worse than what i ,1,-22.45941,-9.51919,12.94022
2019,-1,day 7 5/10,54,highly recommended film that to ,55,-36.11552,-22.27836,13.83716
2020,50,is a great film and,51,a great film and film ,1,-26.71584,-11.80576,14.91008
2021,48,loved this excellent movie farrah,47,  i loved this excellent ,-1,-33.29379,-10.7533,22.54049
2022,47,a complete waste of 15,0,          ,-47,-27.39927,-2.59689,24.80238
2023,52,was the cheap man's version,53,the cheap man's version of ,1,-36.0122,-19.2098,16.8024
2024,42,movie was great because the,0,          ,-42,-40.29488,-16.02099,24.27389
2025,73,not even funny as a,74,even funny as a comedy ,1,-16.25866,-15.61157,0.64709
2026,48,by the fantastic ms megan,26,very bizarre reason he is ,-22,-32.9415,-26.53938,6.40212
2027,45,the mix funny moment occur,46,the mix funny moment when ,1,-42.06741,-18.22029,23.84712
2028,46,more than forgettable he did,0,          ,-46,-27.10737,-25.90392,1.20345
2029,49,unsung quiet gem tells the,50,quiet gem tells the true ,1,-67.00761,-21.92279,45.08482
2030,50,i like excellent intelligent one,51,like excellent intelligent one too ,1,-44.02908,-24.95506,19.07402
2031,44,was a waste of 42,46,a waste of minute to ,2,-26.97581,-25.96249,1.01332
2032,51,amateurism best describes the,51,      best the ,0,-5.03753,-5.03753,0
2033,45,a bit funny while punishing,38,special effect only the dumb ,-7,-40.60378,-16.785,23.81878
2034,52,some incredibly stupid dialog more,53,incredibly stupid dialog more bad ,1,-33.11482,-25.59882,7.516
2035,45,makes it enjoyable to your,9,      at the ,-36,-26.12746,-22.65728,3.47018
2036,45,probably a bad idea quite,46,a bad idea quite simply ,1,-27.1065,-22.25429,4.85221
2037,44,been a great movie my,15,when i was a young ,-29,-27.58243,-21.92836,5.65407
2038,-1,do not waste your time,67,character are type in a ,68,-69.80196,-44.75666,25.0453
2039,45,of his best roles the,47,his best the film two ,2,-21.53884,-18.65203,2.88681
2040,-1,looking and worst of all,0,          ,1,-51.55705,-14.55217,37.00488
2041,43,movie was recommended to me,44,was recommended to me and ,1,-36.5278,-22.96941,13.55839
2042,59,with their best work a,60,their best work a great ,1,-37.82225,-13.02449,24.79776
2043,44,view i enjoyed this movie,45,i enjoyed this movie very ,1,-55.27733,-17.20072,38.07661
2044,43,house its poor colour contrast,44,its poor colour contrast give ,1,-40.56021,-23.46969,17.09052
2045,46,not seem terrible just blatantly,47,not seem terrible just ripped ,1,-49.90347,-25.70614,24.19733
2046,44,of the funny moment of,45,the funny moment of this ,1,-39.89114,-30.61233,9.27881
2047,46,won the best supporting actor,31,the theme song and forward ,-15,-43.72866,-23.06986,20.6588
2048,46,of potential unfortunately it came,47,potential unfortunately it came apart ,1,-27.92717,-15.52565,12.40152
2049,45,even the best movie of,46,the best movie of any ,1,-35.38407,-21.62254,13.76153
2050,53,not a best seller i,53,not a best seller i ,0,-25.75297,-25.75297,0
2051,78,you do avoid redline like,48,teenager and i can not ,-30,-49.48363,-33.6219,15.86173
2052,49,not a bad thing anyway,50,a bad thing anyway if ,1,-25.38901,-21.53384,3.85517
2053,65,not only wasted but he,66,only wasted but he also ,1,-33.08272,-10.76548,22.31724
2054,44,considering its amazing collection of,45,its amazing collection of star ,1,-34.30102,-24.34303,9.95799
2055,-1,song perfect 10/10,64,was perfect for the movie ,65,-49.92968,-22.37537,27.55431
2056,43,line seemed solid and it,44,seemed solid and it had ,1,-33.66296,-15.35728,18.30568
2057,42,film was terrible to start,45,to start with this film ,3,-34.26085,-24.08033,10.18052
2058,47,panned so badly that it,48,so badly that it more ,1,-40.04302,-8.24915,31.79387
2059,47,wave the best creative output,31,how can a movie with ,-16,-38.83063,-26.59369,12.23694
2060,50,tempting to waste what was,51,to waste what was hopefully ,1,-35.28218,-23.19664,12.08554
2061,52,frailty 8/10 it is,53,8 10 it is non ,1,-23.31075,-11.67751,11.63324
2062,45,up so badly the absolute,47,so badly the absolute best ,2,-39.53184,-17.42413,22.10771
2063,-1,of the best animation/cartoon released,72,the same movie although in ,73,-30.70628,-29.35026,1.35602
2064,71,betrayed just disappointed i am,72,just disappointed i am glad ,1,-25.37814,-15.55352,9.82462
2065,45,strong presence excellent direction nice,53,very good soundtrack and a ,8,-58.49827,-21.2901,37.20817
2066,76,is truly best utilized as,75,little film is truly best ,-1,-38.48793,-17.00117,21.48676
2067,-1,in a funny way simon,0,          ,1,-25.74906,-25.74906,0
2068,69,good wholesome cheap porn and,70,good cheap porn and entertaining ,1,-56.72497,-23.70799,33.01698
2069,49,amusing than annoying though mazursky,50,amusing than annoying though throw ,1,-39.73601,-17.33187,22.40414
2070,68,and that horrible thing happen,69,that horrible thing happen i ,1,-41.20706,-18.83563,22.37143
2071,-1,was not disappointed this movie,0,          ,1,-25.74906,-25.74906,0
2072,57,your usual annoying collection of,58,usual annoying collection of horribly ,1,-46.55164,-18.11561,28.43603
2073,45,was really disappointed in this,46,really disappointed in this movie ,1,-33.26838,-8.74757,24.52081
2074,44,into the predictable stuff one,45,the predictable stuff one expected ,1,-44.59951,-14.61266,29.98685
2075,44,and very funny some of,45,very funny some of the ,1,-34.92197,-10.07317,24.8488
2076,49,doubt the best film made,67,made wonderful film about the ,18,-35.67578,-22.52842,13.14736
2077,44,unremarkable at best perhaps if,40,really bad the acting was ,-4,-33.02067,-9.77254,23.24813
2078,48,that i wasted nearly two,52,two hour of my life ,4,-31.30792,-18.77327,12.53465
2079,-1,of the best drama/crime thriller,48,crime thriller i have ever ,49,-57.28504,-18.23578,39.04926
2080,54,it was terrible do whatever,56,was terrible do whatever it ,2,-38.60071,-24.7853,13.81541
2081,47,is a stupid sloth that,26,have fun even so unless ,-21,-38.96338,-26.24434,12.71904
2082,45,i love excellent adventure bogus,24,much fun nothing makes me ,-21,-29.42992,-16.76672,12.6632
2083,49,school and badly wants to,50,and badly wants to again ,1,-48.8165,-18.85527,29.96123
2084,49,really is fantastic stuff despite,0,          ,-49,-23.24153,-6.91763,16.3239
2085,44,cast but unfortunately this does,45,but unfortunately this does not ,1,-48.78253,-14.52442,34.25811
2086,44,paxton work great together looking,38,is incredible the two young ,-6,-42.6749,-23.0957,19.5792
2087,43,made a great desperate entertainer,76,not great but considering it ,33,-59.89495,-23.59993,36.29502
2088,47,violent and stupid no redeeming,35,is horrible but yes that ,-12,-42.6583,-23.49243,19.16587
2089,44,most part obnoxious someone truly,0,          ,-44,-35.50655,-13.20069,22.30586
2090,48,kramer the best one can,49,the best one can say ,1,-52.77077,-14.85187,37.9189
2091,54,it is funny sexy and,55,is funny sexy and scary ,1,-30.42111,-17.59616,12.82495
2092,48,talky boring badly acted and,49,boring badly acted and virtually ,1,-31.56437,-8.70168,22.86269
2093,55,to the fantastic in realism,23,this movie do not be ,-32,-36.92493,-25.02599,11.89894
2094,46,the most fantastic cast of,47,most fantastic cast of female ,1,-27.41912,-16.67559,10.74353
2095,50,is the best racecar drive,34,so fascinating it is about ,-16,-36.04466,-15.30983,20.73483
2096,46,decide the best way to,47,the best way to spend ,1,-43.61876,-21.81232,21.80644
2097,56,role at best in life,28,      work in ,-28,-22.1275,-20.98576,1.14174
2098,47,is an excellent interpretation of,48,an excellent interpretation of what ,1,-25.00557,-15.37812,9.62745
2099,48,really really bad slasher movie,49,really bad slasher movie a ,1,-22.70368,-8.48349,14.22019
2100,-1,3/10 atmosphere 2/10 cinematography 1/10,40,10 cinematography 1 10 character ,41,-50.99759,-29.43595,21.56164
2101,78,animation is fantastic but who,68,the script and the other ,-10,-35.75136,-28.81253,6.93883
2102,53,do not waste your time,21,is laughable to see various ,-32,-23.49272,-18.37328,5.11944
2103,50,in a beautiful mind and,51,a beautiful mind and sweet ,1,-35.19455,-19.01863,16.17592
2104,47,was fairly weak on the,48,fairly weak on the dialog ,1,-43.87435,-24.25522,19.61913
2105,75,a more perfect actor for,0,          ,-75,-34.19593,-13.96989,20.22604
2106,57,most intentionally funny part of,58,most funny part of the ,1,-24.61524,-13.84061,10.77463
2107,51,movie with awful actor or,41,    this movie is ,-10,-33.56404,-11.25038,22.31366
2108,44,i really enjoyed the reunion,45,really enjoyed the reunion a ,1,-27.5139,-8.59768,18.91622
2109,54,but a poor result the,55,a poor result the director ,1,-27.75462,-22.021,5.73362
2110,59,becomes deadly boring i do,24,      were to ,-35,-43.26262,-14.39959,28.86303
2111,46,have his worst acting performance,47,his worst acting performance ever ,1,-38.35883,-20.09547,18.26336
2112,44,the most boring film i,45,most boring film i have ,1,-25.00454,-11.04784,13.9567
2113,47,dictator and horrible governmant and,0,          ,-47,-45.139,-13.02644,32.11256
2114,59,is a funny and sickening,60,is a funny and film ,1,-31.86175,-20.1363,11.72545
2115,48,given the stupid underbelly which,50,the stupid which is over ,2,-41.07083,-24.68761,16.38322
2116,50,arguably the best outdoor adventure,0,          ,-50,-28.16591,-13.57837,14.58754
2117,42,sequence is fantastic this is,43,is fantastic this is one ,1,-22.61029,-9.41419,13.1961
2118,43,a complete waste of time,0,          ,-43,-19.54199,-9.98585,9.55614
2119,72,character was refreshing from hearing,73,was refreshing from hearing all ,1,-28.90485,-23.76168,5.14317
2120,46,camera was awful the picture,0,          ,-46,-48.04315,-4.55679,43.48636
2121,49,the second best of the,50,second best of the five ,1,-23.0732,-13.48365,9.58955
2122,-1,have a great ride,62,before becoming his step dad ,63,-71.76298,-39.47009,32.29289
2123,49,acting is mediocre but fairly,50,is mediocre but fairly typical ,1,-34.50472,-24.55613,9.94859
2124,48,well written beautiful acting one,48,well written beautiful acting one ,0,-19.94124,-19.94124,0
2125,47,at her best sexy moving,50,sexy moving and funny ben ,3,-32.97032,-21.64955,11.32077
2126,49,executed that lacks the distinctiveness,50,executed that lacks the and ,1,-44.18191,-24.04679,20.13512
2127,73,was very boring i understand,0,          ,-73,-28.39719,-9.97916,18.41803
2128,42,of the worst sci fi,43,the worst sci fi i ,1,-49.81456,-17.10282,32.71174
2129,44,dollar foolishly wasted pretty amazing,7,  or do not i ,-37,-47.1936,-22.11689,25.07671
2130,43,movie is great simply it,44,is great simply it is ,1,-27.47234,-22.82419,4.64815
2131,-1,to anybody 1/10 is the,68,1 10 is the least ,69,-33.24247,-10.34753,22.89494
2132,60,movie about great person and,61,about great person and relationship ,1,-41.42834,-17.45095,23.97739
2133,46,such a bad movie it,48,bad movie it is hilarious ,2,-26.97622,-19.29269,7.68353
2134,44,hear is worst movie ever,45,is worst movie ever have ,1,-53.83916,-23.00206,30.8371
2135,44,and his best friend we,45,his best friend we had ,1,-22.82361,-9.35194,13.47167
2136,70,where miike fails in visitor,0,          ,-70,-53.46947,-6.31693,47.15254
2137,45,to be funny so hard,46,be funny so hard that ,1,-36.9595,-17.96387,18.99563
2138,-1,a high 4/10,73,thing to do too than ,74,-55.34282,-22.48182,32.861
2139,45,plot and annoying character are,46,and annoying character are your ,1,-31.26396,-18.91853,12.34543
2140,45,recipient of best put in,46,of best put in the ,1,-31.67739,-23.41997,8.25742
2141,45,to be disappointed and i,46,be disappointed and i was ,1,-27.66452,-13.80621,13.85831
2142,44,miss cheetum badly especially when,45,miss badly especially when they ,1,-47.7742,-15.02877,32.74543
2143,46,single most disappointing movie experience,47,most disappointing movie experience of ,1,-36.5652,-19.93247,16.63273
2144,56,more this poor victim of,57,this poor victim of a ,1,-33.53033,-14.96874,18.56159
2145,67,shot are wonderful reminding us,32,      as everything ,-35,-54.81565,-20.37524,34.44041
2146,42,he was funny although person,53,very funny when he made ,11,-32.24347,-12.16813,20.07534
2147,-1,on a wonderful experience,55,why mess with the original ,56,-51.87079,-23.19391,28.67688
